Wavelength	Husenicek100000.asd.ref	Husenicek100001.asd.ref	Husenicek100002.asd.ref	Husenicek100003.asd.ref	Husenicek100004.asd.ref	Husenicek100005.asd.ref	Husenicek100006.asd.ref	Husenicek100007.asd.ref	Husenicek100008.asd.ref	Husenicek100009.asd.ref	Husenicek100010.asd.ref	Husenicek100011.asd.ref	Husenicek100012.asd.ref	Husenicek100013.asd.ref	Husenicek100014.asd.ref	Husenicek100015.asd.ref	Husenicek100016.asd.ref	Husenicek100017.asd.ref	Husenicek100018.asd.ref	Husenicek100019.asd.ref	Husenicek100020.asd.ref	Husenicek100021.asd.ref	Husenicek100022.asd.ref	Husenicek100023.asd.ref	Husenicek100024.asd.ref	Husenicek100025.asd.ref	Husenicek100026.asd.ref	Husenicek100027.asd.ref	Husenicek100028.asd.ref	Husenicek100029.asd.ref	Husenicek100030.asd.ref	Husenicek100031.asd.ref	Husenicek100032.asd.ref	Husenicek100033.asd.ref	Husenicek100034.asd.ref	Husenicek100035.asd.ref	Husenicek100036.asd.ref	Husenicek100037.asd.ref	Husenicek100038.asd.ref	Husenicek100039.asd.ref	Husenicek100040.asd.ref	Husenicek100041.asd.ref	Husenicek100042.asd.ref	Husenicek100043.asd.ref	Husenicek100044.asd.ref	Husenicek100045.asd.ref	Husenicek100046.asd.ref	Husenicek100047.asd.ref	Husenicek100048.asd.ref	Husenicek100049.asd.ref	Husenicek100050.asd.ref	Husenicek100051.asd.ref	Husenicek100052.asd.ref	Husenicek100053.asd.ref	Husenicek100054.asd.ref	Husenicek100055.asd.ref	Husenicek100056.asd.ref	Husenicek100057.asd.ref	Husenicek100058.asd.ref	Husenicek100059.asd.ref	Husenicek100060.asd.ref	Husenicek100061.asd.ref	Husenicek100062.asd.ref	Husenicek100063.asd.ref	Husenicek100064.asd.ref	Husenicek100065.asd.ref	Husenicek100066.asd.ref	Husenicek100067.asd.ref	Husenicek100068.asd.ref	Husenicek100069.asd.ref	Husenicek100070.asd.ref	Husenicek100071.asd.ref	Husenicek100072.asd.ref	Husenicek100073.asd.ref	Husenicek100074.asd.ref	Husenicek100075.asd.ref	Husenicek100076.asd.ref	Husenicek100077.asd.ref	Husenicek100078.asd.ref	Husenicek100079.asd.ref	Husenicek100080.asd.ref	Husenicek100081.asd.ref	Husenicek100082.asd.ref	Husenicek100083.asd.ref	Husenicek100084.asd.ref	Husenicek100085.asd.ref	Husenicek100086.asd.ref	Husenicek100087.asd.ref	Husenicek100088.asd.ref	Husenicek100089.asd.ref	Husenicek100090.asd.ref	Husenicek100091.asd.ref	Husenicek100092.asd.ref
706	0.998919904232025	1.00037622451782	0.146212369203568	0.155898466706276	0.156118765473366	0.156438440084457	0.186543181538582	0.185326933860779	0.18538361787796	0.149079948663712	0.14865343272686	0.148996248841286	0.19305145740509	0.191430509090424	0.190008088946342	0.179047584533691	0.179008021950722	0.179517298936844	0.207659006118774	0.206883028149605	0.205870822072029	0.202478319406509	0.201655253767967	0.202064231038094	0.191622614860535	0.191597759723663	0.192633286118507	0.197589948773384	0.196553021669388	0.196375459432602	0.206426545977592	0.20678286254406	0.20702400803566	0.991109311580658	0.19208550453186	0.191367983818054	0.190677255392075	0.2003163844347	0.20005789399147	0.200521171092987	0.206573486328125	0.206533074378967	0.206503599882126	0.192239880561829	0.191920831799507	0.192678198218346	0.196557179093361	0.195845395326614	0.195960342884064	0.999531626701355	0.238626748323441	0.237390786409378	0.236115545034409	0.232477098703384	0.231493189930916	0.230660974979401	0.244662567973137	0.243399232625961	0.241770043969154	0.219798058271408	0.219540700316429	0.21948866546154	0.235803216695786	0.234430804848671	0.233354091644287	0.996606528759003	0.192414000630379	0.192100286483765	0.191764071583748	0.192604541778564	0.19255205988884	0.192583650350571	0.155343368649483	0.155474632978439	0.15515224635601	0.143950074911118	0.143431782722473	0.142672002315521	0.189111441373825	0.189198076725006	0.188899323344231	0.193423181772232	0.193035826086998	0.19244310259819	0.999872505664825	0.238944724202156	0.237278684973717	0.233190461993217	0.232329905033112	0.138119414448738	0.138177081942558	0.2249656021595	 0.225230127573013 
707	0.998953104019165	1.00042355060577	0.155338242650032	0.166215971112251	0.166510954499245	0.166853711009026	0.196875363588333	0.195781961083412	0.195876270532608	0.158453837037086	0.158002108335495	0.158435493707657	0.20345838367939	0.201887175440788	0.200529679656029	0.188858330249786	0.188940942287445	0.189468652009964	0.218829199671745	0.218065440654755	0.217214614152908	0.213726326823235	0.213002100586891	0.21347388625145	0.202871590852737	0.202856034040451	0.204019889235497	0.208886161446571	0.207959800958633	0.20785516500473	0.218282103538513	0.21866562962532	0.2190161049366	0.991040229797363	0.20271047949791	0.202115476131439	0.201499074697495	0.210745468735695	0.210489049553871	0.210996136069298	0.217497780919075	0.217435032129288	0.217502221465111	0.203337252140045	0.20310053229332	0.203956812620163	0.20795401930809	0.207362622022629	0.207472175359726	0.999489903450012	0.249209016561508	0.248006612062454	0.246763914823532	0.243369325995445	0.242404848337173	0.241620391607285	0.255380570888519	0.254105895757675	0.252395868301392	0.23141473531723	0.231175512075424	0.231155321002007	0.246683716773987	0.245239838957787	0.244227960705757	0.996692478656769	0.2033960968256	0.203180655837059	0.202801391482353	0.203936412930489	0.203868806362152	0.203973606228828	0.162769198417664	0.162893414497375	0.162646621465683	0.152179270982742	0.15166012942791	0.150908961892128	0.199925258755684	0.200045630335808	0.199831411242485	0.204163044691086	0.203863874077797	0.203293085098267	0.999781966209412	0.249550685286522	0.247903659939766	0.243579879403114	0.242766797542572	0.143748581409454	0.14386573433876	0.235127776861191	 0.235503450036049 
708	0.998976767063141	1.00041043758392	0.164484605193138	0.176527440547943	0.176853626966476	0.177254199981689	0.207070708274841	0.206062972545624	0.206187516450882	0.167809426784515	0.167383596301079	0.167893931269646	0.213694468140602	0.212144568562508	0.210793599486351	0.198532119393349	0.198675289750099	0.199246972799301	0.229913160204887	0.229139387607574	0.228358030319214	0.224724501371384	0.224090352654457	0.224605470895767	0.214010462164879	0.214004963636398	0.215251117944717	0.220068916678429	0.219181105494499	0.219195425510406	0.229930907487869	0.230335906147957	0.230781346559525	0.991030275821686	0.213309541344643	0.212808683514595	0.212229743599892	0.221087381243706	0.22080734372139	0.221302852034569	0.228311866521835	0.22818785905838	0.228289902210236	0.214345023036003	0.214166447520256	0.215123057365417	0.219241440296173	0.218705579638481	0.218937590718269	0.999406099319458	0.259507596492767	0.258323937654495	0.257084906101227	0.253960937261581	0.253023386001587	0.252245485782623	0.26577627658844	0.264471173286438	0.26272788643837	0.242818132042885	0.2425826638937	0.242603480815887	0.257193893194199	0.255780726671219	0.254814386367798	0.996676206588745	0.214338943362236	0.214174941182137	0.213834285736084	0.215182036161423	0.215134426951408	0.215262472629547	0.170003056526184	0.170192703604698	0.169973582029343	0.160381942987442	0.159780472517014	0.159112453460693	0.210649773478508	0.210790380835533	0.210634633898735	0.214834228157997	0.214556500315666	0.214002460241318	0.999752342700958	0.2598936855793	0.258225411176682	0.253637701272964	0.252858549356461	0.14910227060318	0.149295955896378	0.245015412569046	 0.245414152741432 
709	0.999011397361755	1.00034809112549	0.173609256744385	0.186806440353394	0.187153905630112	0.187619924545288	0.217127233743668	0.216163069009781	0.216329663991928	0.17718531191349	0.176761776208878	0.177341610193253	0.223709896206856	0.22214774787426	0.220782980322838	0.208059221506119	0.208177044987679	0.208810478448868	0.240857422351837	0.240068957209587	0.239286348223686	0.235465615987778	0.234907120466232	0.235478058457375	0.224992334842682	0.225015193223953	0.226312860846519	0.231116980314255	0.23020926117897	0.23034331202507	0.241326227784157	0.241783991456032	0.242303922772408	0.991068720817566	0.223886013031006	0.223432824015617	0.222890436649323	0.231364250183105	0.231021955609322	0.231458500027657	0.239001914858818	0.238830432295799	0.238910987973213	0.225220009684563	0.225107342004776	0.226139590144157	0.230431392788887	0.229892551898956	0.230317011475563	0.999372005462646	0.269561558961868	0.268374443054199	0.267121165990829	0.264300167560577	0.263378530740738	0.262610107660294	0.275913000106812	0.274553567171097	0.27281442284584	0.253959774971008	0.253743827342987	0.253775537014008	0.267403721809387	0.266072243452072	0.265102505683899	0.996613204479218	0.225159764289856	0.225026696920395	0.224790573120117	0.226290479302406	0.226288601756096	0.226402133703232	0.177057415246964	0.177324816584587	0.177120640873909	0.168509796261787	0.167846292257309	0.1672572940588	0.22128714621067	0.22146438062191	0.221335232257843	0.225419193506241	0.225113674998283	0.224583074450493	0.99979168176651	0.269978880882263	0.268283933401108	0.263414323329926	0.262662887573242	0.154270201921463	0.15453776717186	0.254633605480194	 0.255010962486267 
710	0.999103963375092	1.00030660629272	0.182641610503197	0.196997597813606	0.197422534227371	0.197901099920273	0.226970702409744	0.226055666804314	0.226274147629738	0.186636835336685	0.186068803071976	0.186716213822365	0.233472764492035	0.231889635324478	0.230585381388664	0.217394709587097	0.217484712600708	0.218156576156616	0.251550942659378	0.250723838806152	0.249986171722412	0.246003389358521	0.24547915160656	0.246166542172432	0.235745579004288	0.235801592469215	0.237205728888512	0.241985514760017	0.241049826145172	0.24121430516243	0.252403885126114	0.252964526414871	0.253549218177795	0.991116285324097	0.23438872396946	0.23394650220871	0.23350702226162	0.241611257195473	0.241154223680496	0.241510391235352	0.249551117420197	0.249354630708694	0.249421983957291	0.235916882753372	0.23589089512825	0.2369594424963	0.24152971804142	0.241012901067734	0.241482436656952	0.999443471431732	0.279387354850769	0.278201282024384	0.276938706636429	0.274428009986877	0.273487091064453	0.272784292697906	0.285831332206726	0.284412294626236	0.282622665166855	0.264811813831329	0.264667600393295	0.264652222394943	0.277434676885605	0.276053845882416	0.275049716234207	0.996670007705688	0.235735461115837	0.235659867525101	0.235450983047485	0.237171664834023	0.237175196409225	0.237311899662018	0.183967888355255	0.184172555804253	0.18404421210289	0.176511883735657	0.175921827554703	0.175260826945305	0.231838598847389	0.232074022293091	0.231987297534943	0.23584446310997	0.235524237155914	0.235018759965897	0.999811172485352	0.279807448387146	0.278125822544098	0.273004949092865	0.272270143032074	0.159448564052582	0.159740373492241	0.263964682817459	 0.264416962862015 
711	0.99903666973114	1.00034379959106	0.19154942035675	0.207020714879036	0.207491368055344	0.208001181483269	0.236684828996658	0.23576994240284	0.236041635274887	0.195943996310234	0.195310860872269	0.196031227707863	0.243041455745697	0.241436466574669	0.240153327584267	0.226476758718491	0.226599588990211	0.227289721369743	0.262067079544067	0.261090129613876	0.260414570569992	0.25631520152092	0.255822002887726	0.25658306479454	0.246304020285606	0.246341869235039	0.247796654701233	0.252621054649353	0.251689225435257	0.251841306686401	0.263264149427414	0.263807952404022	0.2644062936306	0.991107881069183	0.244766786694527	0.244256272912025	0.243925124406815	0.251630246639252	0.251146972179413	0.251432090997696	0.259963393211365	0.259616076946259	0.259609907865524	0.246561571955681	0.246553719043732	0.247638091444969	0.252484828233719	0.252023130655289	0.252468675374985	0.999467372894287	0.288924306631088	0.287711411714554	0.286464780569077	0.284196734428406	0.283273935317993	0.282563120126724	0.295414626598358	0.293928116559982	0.292111605405808	0.275474488735199	0.275310724973679	0.275365442037582	0.287132978439331	0.285691231489182	0.284702599048615	0.99663233757019	0.246147677302361	0.246164441108704	0.245912313461304	0.247842043638229	0.247827500104904	0.248008221387863	0.190667748451233	0.190844610333443	0.190713405609131	0.184515923261642	0.183840692043304	0.183147564530373	0.242297202348709	0.242619454860687	0.242548763751984	0.246157884597778	0.245760381221771	0.245258390903473	0.999788165092468	0.289392381906509	0.287654846906662	0.282241016626358	0.281527936458588	0.164366722106934	0.164675205945969	0.272963255643845	 0.273426443338394 
712	0.998964428901672	1.00036728382111	0.200373366475105	0.216936692595482	0.217443153262138	0.217944592237473	0.246141389012337	0.245204940438271	0.245523497462273	0.205227583646774	0.204461932182312	0.205267265439034	0.25244802236557	0.250809878110886	0.249485105276108	0.235313758254051	0.235459342598915	0.236164972186089	0.272414714097977	0.271228522062302	0.270595133304596	0.266392707824707	0.265930950641632	0.266681373119354	0.256647408008575	0.256671130657196	0.258128732442856	0.263100653886795	0.262116819620132	0.26230451464653	0.273772448301315	0.274338811635971	0.274981617927551	0.991085529327393	0.255076140165329	0.254501312971115	0.254176050424576	0.261619865894318	0.261007100343704	0.261208087205887	0.270200222730637	0.269657582044601	0.269573926925659	0.257026225328445	0.257026761770248	0.258149892091751	0.26322615146637	0.262828052043915	0.263258427381516	0.999456942081451	0.298182755708694	0.29694676399231	0.295689582824707	0.293713092803955	0.292773962020874	0.292045086622238	0.30466565489769	0.303086668252945	0.301239788532257	0.285888522863388	0.285680264234543	0.285802006721497	0.296533197164536	0.295019060373306	0.294021159410477	0.996595144271851	0.256453514099121	0.256512761116028	0.256254613399506	0.258384674787521	0.25836706161499	0.258563846349716	0.197246834635735	0.19740591943264	0.197257801890373	0.192488089203835	0.191675752401352	0.190964251756668	0.252656280994415	0.252989858388901	0.252937734127045	0.256308555603027	0.255850166082382	0.255324751138687	0.999783396720886	0.298684865236282	0.296850383281708	0.291201174259186	0.290489256381989	0.169084846973419	0.169423907995224	0.281647741794586	 0.282128274440765 
713	0.998980104923248	1.00034141540527	0.209152027964592	0.226773202419281	0.227304801344872	0.227779075503349	0.255344182252884	0.254393517971039	0.254730671644211	0.214527755975723	0.213535562157631	0.214413359761238	0.261673122644424	0.259985864162445	0.258602619171143	0.243957042694092	0.24408383667469	0.244810596108437	0.282587260007858	0.281193524599075	0.280559331178665	0.276220947504044	0.275792866945267	0.276481986045837	0.26677605509758	0.266798406839371	0.268257766962051	0.273449093103409	0.272336661815643	0.272603303194046	0.283949732780457	0.284605950117111	0.285318106412888	0.991074562072754	0.265309065580368	0.264691740274429	0.264290660619736	0.271572202444077	0.270718485116959	0.27080774307251	0.280228078365326	0.279507666826248	0.27935716509819	0.267236948013306	0.267243355512619	0.268444299697876	0.273762136697769	0.273386716842651	0.273850739002228	0.999429762363434	0.307213306427002	0.305944442749023	0.304660648107529	0.303045690059662	0.302012383937836	0.30130073428154	0.313627749681473	0.311937063932419	0.310038894414902	0.296037614345551	0.295803397893906	0.29591304063797	0.305688858032227	0.304099351167679	0.303045213222504	0.996611833572388	0.26664063334465	0.26667395234108	0.26647025346756	0.26879009604454	0.268790245056152	0.268972307443619	0.203710496425629	0.203834012150764	0.203696921467781	0.20035146176815	0.199448898434639	0.198704570531845	0.26289176940918	0.263162642717361	0.263145208358765	0.266276121139526	0.265788197517395	0.265224426984787	0.999823212623596	0.307696223258972	0.30576303601265	0.299915224313736	0.299183696508408	0.173645436763763	0.174030587077141	0.290048867464066	 0.290550947189331 
714	0.999039232730865	1.00032806396484	0.217895001173019	0.236475706100464	0.236975535750389	0.237546414136887	0.264484733343124	0.263546884059906	0.263833373785019	0.223714217543602	0.222586080431938	0.223458886146545	0.270619094371796	0.268873184919357	0.267537891864777	0.252487629652023	0.252595365047455	0.253343313932419	0.292549341917038	0.291001439094543	0.290321737527847	0.285758644342422	0.285372525453568	0.286069810390472	0.276707381010056	0.276671171188354	0.27821084856987	0.283586472272873	0.282355904579163	0.282607853412628	0.294036716222763	0.294657081365585	0.295324683189392	0.991059958934784	0.275337308645248	0.27461314201355	0.274249523878098	0.281130582094193	0.280206263065338	0.280160903930664	0.290004789829254	0.289125710725784	0.288861751556396	0.27720695734024	0.277133285999298	0.278429239988327	0.284184515476227	0.283716410398483	0.284250497817993	0.999382555484772	0.316113263368607	0.314719319343567	0.313495963811874	0.312180697917938	0.310989588499069	0.310323745012283	0.322382420301437	0.320598483085632	0.318637877702713	0.30599108338356	0.305730730295181	0.305775910615921	0.314655900001526	0.313022822141647	0.311935573816299	0.996636688709259	0.276589959859848	0.276611298322678	0.276417762041092	0.278897762298584	0.278895705938339	0.279095381498337	0.209918811917305	0.209986329078674	0.20987044274807	0.207983016967773	0.20706470310688	0.206274449825287	0.272938758134842	0.273226916790009	0.273244440555573	0.276074349880219	0.275497615337372	0.274911612272263	0.999876260757446	0.316529303789139	0.314528226852417	0.308316498994827	0.307583928108215	0.178020790219307	0.178446367383003	0.298206627368927	 0.298603475093842 
715	0.999005556106567	1.00036346912384	0.226488322019577	0.246062397956848	0.246535360813141	0.247147217392921	0.27335587143898	0.272382706403732	0.272659301757813	0.232741147279739	0.231489911675453	0.232411980628967	0.279475867748261	0.277613610029221	0.276245683431625	0.260720998048782	0.260875552892685	0.261591851711273	0.30234768986702	0.300566256046295	0.299822568893433	0.295117437839508	0.29461196064949	0.295404106378555	0.286447763442993	0.286385744810104	0.287964880466461	0.293444633483887	0.292086720466614	0.292320221662521	0.303778439760208	0.304404556751251	0.30503323674202	0.9910728931427	0.285236746072769	0.284400552511215	0.283997535705566	0.290570855140686	0.289473086595535	0.28930452466011	0.299637913703918	0.298536568880081	0.298136323690414	0.287063539028168	0.28696271777153	0.288233041763306	0.294364452362061	0.293837279081345	0.294359177350998	0.999411463737488	0.324729293584824	0.323270529508591	0.322025686502457	0.320936918258667	0.319707870483398	0.318963795900345	0.330897569656372	0.329026252031326	0.326980590820313	0.31568917632103	0.315405309200287	0.315427869558334	0.323307871818542	0.321588009595871	0.320494413375854	0.996653735637665	0.286302298307419	0.286317318677902	0.28612893819809	0.288753807544708	0.288752764463425	0.288939088582993	0.2159633487463	0.2159693390131	0.215810433030128	0.215575650334358	0.214574530720711	0.213677510619164	0.282769560813904	0.283118486404419	0.283128499984741	0.285721123218536	0.285048931837082	0.284437954425812	0.999796688556671	0.325109004974365	0.322977423667908	0.316495150327683	0.315707951784134	0.182299301028252	0.182707577943802	0.306079864501953	 0.306470602750778 
716	0.99895304441452	1.00037002563477	0.23483818769455	0.255420535802841	0.255870848894119	0.256460458040237	0.28193137049675	0.280890852212906	0.281177937984467	0.241653323173523	0.24023500084877	0.241195693612099	0.28807145357132	0.28609824180603	0.284648716449738	0.26874253153801	0.268901348114014	0.269574075937271	0.311870336532593	0.309809744358063	0.30901825428009	0.304182469844818	0.303594410419464	0.304418563842773	0.295885890722275	0.295826137065887	0.297371923923492	0.303060531616211	0.301528513431549	0.301757603883743	0.313129961490631	0.313751637935638	0.314397662878037	0.991101264953613	0.294975787401199	0.294020056724548	0.293566346168518	0.299950808286667	0.298616409301758	0.298292189836502	0.309082210063934	0.307726889848709	0.307191222906113	0.296739250421524	0.296616762876511	0.297842919826508	0.304363280534744	0.303789049386978	0.304249674081802	0.999487519264221	0.333031415939331	0.33153447508812	0.330219596624374	0.32941672205925	0.328167021274567	0.327324092388153	0.339166671037674	0.337160497903824	0.335037738084793	0.325130045413971	0.324802100658417	0.324805229902267	0.331631988286972	0.329832345247269	0.328703373670578	0.996669471263886	0.295802414417267	0.295821189880371	0.295613765716553	0.298394739627838	0.298363029956818	0.298508733510971	0.221807420253754	0.221756711602211	0.221576735377312	0.223087415099144	0.221950963139534	0.220935553312302	0.292441338300705	0.292786210775375	0.292785257101059	0.295115381479263	0.294354110956192	0.293698042631149	0.999729096889496	0.333418130874634	0.331134140491486	0.324422985315323	0.323556452989578	0.186439156532288	0.186810940504074	0.313652843236923	 0.314053744077683 
717	0.998965799808502	1.00030541419983	0.242937237024307	0.264465063810349	0.264895766973495	0.265442788600922	0.290243536233902	0.289137482643127	0.289405703544617	0.250476866960526	0.248824894428253	0.249750420451164	0.296267062425613	0.29423326253891	0.292717725038528	0.276607781648636	0.276664167642593	0.277315437793732	0.321034908294678	0.318706750869751	0.317891001701355	0.312877595424652	0.312381535768509	0.31308326125145	0.304956555366516	0.304888665676117	0.306359201669693	0.312468200922012	0.310712426900864	0.310939639806747	0.322122782468796	0.322685986757278	0.323389321565628	0.991118133068085	0.304500788450241	0.303408265113831	0.302964568138123	0.309215813875198	0.307664930820465	0.307129710912704	0.318275451660156	0.316675394773483	0.316013067960739	0.306139379739761	0.305941581726074	0.307192265987396	0.314210385084152	0.313556641340256	0.313965320587158	0.999533593654633	0.341040164232254	0.339469641447067	0.338100224733353	0.337714433670044	0.33634415268898	0.335490107536316	0.347144782543182	0.34494623541832	0.342762380838394	0.334289252758026	0.333894520998001	0.333829879760742	0.339655786752701	0.337819069623947	0.336588025093079	0.996691942214966	0.305101662874222	0.305129110813141	0.304870456457138	0.307827860116959	0.307717233896255	0.307814925909042	0.22742123901844	0.227317705750465	0.227188155055046	0.230420961976051	0.229146227240562	0.228056788444519	0.301962733268738	0.302198886871338	0.302218049764633	0.304194837808609	0.303342938423157	0.302623778581619	0.999798357486725	0.341447114944458	0.339042395353317	0.332050621509552	0.331114768981934	0.190383270382881	0.190743669867516	0.320922046899796	 0.321257561445236 
718	0.998964130878448	1.00034248828888	0.251033306121826	0.273313254117966	0.273788571357727	0.274322032928467	0.298367857933044	0.297209143638611	0.297396570444107	0.259116977453232	0.257230073213577	0.258160412311554	0.304352939128876	0.302198797464371	0.300612568855286	0.284057796001434	0.284140557050705	0.284716159105301	0.329999268054962	0.327398896217346	0.32650288939476	0.32147353887558	0.320876896381378	0.321530431509018	0.313852846622467	0.313702672719955	0.315206378698349	0.32161357998848	0.319708228111267	0.319897145032883	0.330862402915955	0.331488400697708	0.332113236188889	0.991080820560455	0.313761323690414	0.312527686357498	0.312039434909821	0.318137913942337	0.316347479820251	0.315657049417496	0.327226102352142	0.325360357761383	0.324534833431244	0.315251350402832	0.31499195098877	0.316153109073639	0.323671638965607	0.322941899299622	0.323298245668411	0.999422907829285	0.348805993795395	0.347136706113815	0.34570586681366	0.345625519752502	0.344125092029572	0.343248873949051	0.354613184928894	0.352332323789597	0.349992007017136	0.342993766069412	0.34259694814682	0.342441618442535	0.347411692142487	0.345460385084152	0.344129085540771	0.996715545654297	0.314160913228989	0.314169049263	0.313895165920258	0.316991776227951	0.31684273481369	0.316894143819809	0.232908859848976	0.232722327113152	0.232504278421402	0.237515807151794	0.236122041940689	0.235003635287285	0.311125814914703	0.311388999223709	0.311413913965225	0.313135534524918	0.312144309282303	0.311412632465363	0.999818682670593	0.349192917346954	0.346676558256149	0.339390605688095	0.33835580945015	0.194149449467659	0.194502115249634	0.327922701835632	 0.328268110752106 
719	0.998997926712036	1.00036633014679	0.258936941623688	0.281924098730087	0.282389223575592	0.282908856868744	0.30623272061348	0.304979890584946	0.305131912231445	0.267510265111923	0.265430450439453	0.26633620262146	0.312161028385162	0.309911578893662	0.30821567773819	0.291259378194809	0.291282922029495	0.29181119799614	0.33867159485817	0.335777401924133	0.334783405065537	0.32967272400856	0.328962624073029	0.32959908246994	0.322460204362869	0.322222411632538	0.323736816644669	0.330460041761398	0.32840883731842	0.328496694564819	0.339267015457153	0.339853465557098	0.340460479259491	0.991090297698975	0.322803825139999	0.32144883275032	0.320879012346268	0.326798677444458	0.324760109186172	0.323891848325729	0.33594673871994	0.333770662546158	0.33278700709343	0.324086308479309	0.323742568492889	0.324860364198685	0.332817703485489	0.331989824771881	0.332342803478241	0.999390542507172	0.356302082538605	0.354548841714859	0.353077441453934	0.353286445140839	0.351664781570435	0.350743770599365	0.361943155527115	0.359508395195007	0.357114493846893	0.351490467786789	0.351052582263947	0.350829094648361	0.354886710643768	0.352844148874283	0.351422816514969	0.996685266494751	0.32293489575386	0.322882682085037	0.322585672140121	0.325858592987061	0.325624376535416	0.325654745101929	0.238199561834335	0.237954348325729	0.237672731280327	0.244506523013115	0.242922842502594	0.24172630906105	0.320086628198624	0.320374757051468	0.320345968008041	0.321809381246567	0.320699393749237	0.319908618927002	0.999800205230713	0.356574475765228	0.35394686460495	0.346377640962601	0.345268487930298	0.197765156626701	0.198125809431076	0.334589451551437	 0.334917962551117 
720	0.999030530452728	1.00035810470581	0.266595661640167	0.290321439504623	0.29071506857872	0.291211515665054	0.313808977603912	0.312449127435684	0.312589287757874	0.275685995817184	0.273432612419128	0.27427551150322	0.319626212120056	0.317284166812897	0.315485894680023	0.298257559537888	0.298162192106247	0.298671007156372	0.347042828798294	0.343854606151581	0.342772245407104	0.337490051984787	0.336692631244659	0.337301969528198	0.330736875534058	0.33043310046196	0.331901222467422	0.339026749134064	0.336785107851028	0.336748391389847	0.347305119037628	0.347795993089676	0.348456025123596	0.991123914718628	0.331629931926727	0.330129772424698	0.329480439424515	0.335239678621292	0.33295002579689	0.331884741783142	0.344365000724792	0.34187462925911	0.34074392914772	0.332650810480118	0.33221298456192	0.333331018686295	0.341700851917267	0.340768486261368	0.341093063354492	0.999437212944031	0.363524436950684	0.36168646812439	0.360201507806778	0.360688120126724	0.358961969614029	0.357986390590668	0.369074732065201	0.366458415985107	0.36404424905777	0.359740108251572	0.359247714281082	0.358971506357193	0.362078726291656	0.359951466321945	0.358460009098053	0.996621191501617	0.331442981958389	0.331318795681	0.330989748239517	0.334411948919296	0.334087580442429	0.334103524684906	0.243265271186829	0.242961972951889	0.242661833763123	0.251316428184509	0.24955141544342	0.248235508799553	0.328855663537979	0.329132437705994	0.329024732112885	0.330212771892548	0.328997492790222	0.3280910551548	0.999801814556122	0.363639295101166	0.360892772674561	0.353066444396973	0.351896166801453	0.201227128505707	0.201581448316574	0.340942203998566	 0.341221362352371 
721	0.998993396759033	1.0003582239151	0.27402263879776	0.298527538776398	0.298851609230042	0.299319475889206	0.321092486381531	0.319671362638474	0.319737434387207	0.283698618412018	0.281233131885529	0.282004058361053	0.326754808425903	0.324254542589188	0.322431296110153	0.305004566907883	0.304880410432816	0.305345743894577	0.355134069919586	0.351688235998154	0.35053676366806	0.345088750123978	0.344193011522293	0.344731897115707	0.338680595159531	0.338325768709183	0.339722573757172	0.347335875034332	0.344843000173569	0.344727039337158	0.35497522354126	0.355486243963242	0.35616073012352	0.991102516651154	0.340192854404449	0.338466644287109	0.337776958942413	0.34345069527626	0.340911716222763	0.339670926332474	0.352369487285614	0.34962859749794	0.348341077566147	0.340934127569199	0.34042701125145	0.341494202613831	0.350337564945221	0.34932267665863	0.34948518872261	0.999436438083649	0.370461493730545	0.368504822254181	0.367020428180695	0.36772882938385	0.365914732217789	0.364897608757019	0.375729501247406	0.373051464557648	0.370466649532318	0.367553532123566	0.36706930398941	0.366726279258728	0.368974894285202	0.366703420877457	0.365161538124084	0.996589064598084	0.339715123176575	0.339555561542511	0.339201867580414	0.342641562223434	0.342315495014191	0.342288970947266	0.248108610510826	0.247693255543709	0.247360154986382	0.257781505584717	0.255976736545563	0.254563897848129	0.337343603372574	0.337600082159042	0.33746463060379	0.338385820388794	0.337034642696381	0.336007624864578	0.999882996082306	0.37048414349556	0.367608368396759	0.359550356864929	0.358290523290634	0.204511523246765	0.204806953668594	0.347038894891739	 0.347286075353622 
